"date","station","land_use","method","lengths"
"2005-09-23","DE-Tha","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2005-10-08","DE-Tha","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2005-11-07","DE-Tha","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2006-09-13","DE-Tha","Evergreen needleleaf forests","Mo and Lettenmeier",15
"2006-10-08","DE-Tha","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2006-10-23","DE-Tha","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2006-11-17","DE-Tha","Evergreen needleleaf forests","Mo and Lettenmeier",10
"2006-12-02","DE-Tha","Evergreen needleleaf forests","Mo and Lettenmeier",15
"2007-01-06","DE-Tha","Evergreen needleleaf forests","Mo and Lettenmeier",10
"2007-03-12","DE-Tha","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2007-04-11","DE-Tha","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2007-06-10","DE-Tha","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2007-07-15","DE-Tha","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2008-02-20","DE-Tha","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2008-05-10","DE-Tha","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2008-06-29","DE-Tha","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2008-11-06","DE-Tha","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2009-04-01","DE-Tha","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2009-04-11","DE-Tha","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2009-05-16","DE-Tha","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2009-08-29","DE-Tha","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2009-09-18","DE-Tha","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2009-11-12","DE-Tha","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2010-06-25","DE-Tha","Evergreen needleleaf forests","Mo and Lettenmeier",10
"2010-07-10","DE-Tha","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2011-04-16","DE-Tha","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2011-09-23","DE-Tha","Evergreen needleleaf forests","Mo and Lettenmeier",10
"2012-03-16","DE-Tha","Evergreen needleleaf forests","Mo and Lettenmeier",10
"2012-04-25","DE-Tha","Evergreen needleleaf forests","Mo and Lettenmeier",10
"2012-05-20","DE-Tha","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2012-10-17","DE-Tha","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2012-12-26","DE-Tha","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2013-04-16","DE-Tha","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2013-06-15","DE-Tha","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2013-07-20","DE-Tha","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2013-07-30","DE-Tha","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2013-10-18","DE-Tha","Evergreen needleleaf forests","Mo and Lettenmeier",10
"2014-01-06","DE-Tha","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2014-03-07","DE-Tha","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2014-03-17","DE-Tha","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2014-03-27","DE-Tha","Evergreen needleleaf forests","Mo and Lettenmeier",10
"2014-06-05","DE-Tha","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2014-07-15","DE-Tha","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2014-09-28","DE-Tha","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2014-10-08","DE-Tha","Evergreen needleleaf forests","Mo and Lettenmeier",5
"2014-11-02","DE-Tha","Evergreen needleleaf forests","Mo and Lettenmeier",5
"1997-10-23","DE-Tha","Evergreen needleleaf forests","Ford and Labosier",40
"1997-12-17","DE-Tha","Evergreen needleleaf forests","Ford and Labosier",40
"1999-03-07","DE-Tha","Evergreen needleleaf forests","Ford and Labosier",40
"1999-07-20","DE-Tha","Evergreen needleleaf forests","Ford and Labosier",40
"2000-10-27","DE-Tha","Evergreen needleleaf forests","Ford and Labosier",40
"2000-12-21","DE-Tha","Evergreen needleleaf forests","Ford and Labosier",41
"2002-06-25","DE-Tha","Evergreen needleleaf forests","Ford and Labosier",40
"2003-04-26","DE-Tha","Evergreen needleleaf forests","Ford and Labosier",40
"2004-08-08","DE-Tha","Evergreen needleleaf forests","Ford and Labosier",40
"2006-02-20","DE-Tha","Evergreen needleleaf forests","Ford and Labosier",35
"2006-05-06","DE-Tha","Evergreen needleleaf forests","Ford and Labosier",40
"2008-06-04","DE-Tha","Evergreen needleleaf forests","Ford and Labosier",40
"2009-04-06","DE-Tha","Evergreen needleleaf forests","Ford and Labosier",40
"1998-01-29","DE-Tha","Evergreen needleleaf forests","Pendergrass et al.",35
"1999-11-19","DE-Tha","Evergreen needleleaf forests","Pendergrass et al.",28
"2000-04-01","DE-Tha","Evergreen needleleaf forests","Pendergrass et al.",84
"2002-01-15","DE-Tha","Evergreen needleleaf forests","Pendergrass et al.",28
"2003-02-12","DE-Tha","Evergreen needleleaf forests","Pendergrass et al.",28
"2003-04-09","DE-Tha","Evergreen needleleaf forests","Pendergrass et al.",28
"2003-10-29","DE-Tha","Evergreen needleleaf forests","Pendergrass et al.",28
"2004-11-11","DE-Tha","Evergreen needleleaf forests","Pendergrass et al.",42
"2006-08-27","DE-Tha","Evergreen needleleaf forests","Pendergrass et al.",35
"2007-11-12","DE-Tha","Evergreen needleleaf forests","Pendergrass et al.",28
"2008-07-15","DE-Tha","Evergreen needleleaf forests","Pendergrass et al.",28
"2009-11-05","DE-Tha","Evergreen needleleaf forests","Pendergrass et al.",28
"2010-06-04","DE-Tha","Evergreen needleleaf forests","Pendergrass et al.",49
"2013-12-03","DE-Tha","Evergreen needleleaf forests","Pendergrass et al.",36
"2014-01-29","DE-Tha","Evergreen needleleaf forests","Pendergrass et al.",28
"1997-07-23","DE-Tha","Evergreen needleleaf forests","Noguera et al.",41
"1999-07-02","DE-Tha","Evergreen needleleaf forests","Noguera et al.",39
"1999-11-17","DE-Tha","Evergreen needleleaf forests","Noguera et al.",30
"2000-03-23","DE-Tha","Evergreen needleleaf forests","Noguera et al.",55
"2002-01-02","DE-Tha","Evergreen needleleaf forests","Noguera et al.",31
"2002-03-02","DE-Tha","Evergreen needleleaf forests","Noguera et al.",31
"2003-01-23","DE-Tha","Evergreen needleleaf forests","Noguera et al.",38
"2003-05-10","DE-Tha","Evergreen needleleaf forests","Noguera et al.",68
"2003-07-23","DE-Tha","Evergreen needleleaf forests","Noguera et al.",41
"2005-03-17","DE-Tha","Evergreen needleleaf forests","Noguera et al.",31
"2005-10-02","DE-Tha","Evergreen needleleaf forests","Noguera et al.",39
"2006-06-23","DE-Tha","Evergreen needleleaf forests","Noguera et al.",30
"2006-08-23","DE-Tha","Evergreen needleleaf forests","Noguera et al.",31
"2006-11-10","DE-Tha","Evergreen needleleaf forests","Noguera et al.",30
"2007-03-17","DE-Tha","Evergreen needleleaf forests","Noguera et al.",46
"2008-05-02","DE-Tha","Evergreen needleleaf forests","Noguera et al.",31
"2009-03-23","DE-Tha","Evergreen needleleaf forests","Noguera et al.",40
"2010-06-02","DE-Tha","Evergreen needleleaf forests","Noguera et al.",45
"2010-09-23","DE-Tha","Evergreen needleleaf forests","Noguera et al.",30
"2011-02-02","DE-Tha","Evergreen needleleaf forests","Noguera et al.",36
"2012-07-10","DE-Tha","Evergreen needleleaf forests","Noguera et al.",38
"2013-06-23","DE-Tha","Evergreen needleleaf forests","Noguera et al.",30
"1996-05-05","DE-Tha","Evergreen needleleaf forests","Christian et al.",30
"1997-12-17","DE-Tha","Evergreen needleleaf forests","Christian et al.",30
"2001-04-26","DE-Tha","Evergreen needleleaf forests","Christian et al.",30
"2002-01-06","DE-Tha","Evergreen needleleaf forests","Christian et al.",30
"2002-04-21","DE-Tha","Evergreen needleleaf forests","Christian et al.",30
"2002-05-31","DE-Tha","Evergreen needleleaf forests","Christian et al.",35
"2002-10-23","DE-Tha","Evergreen needleleaf forests","Christian et al.",30
"2003-05-16","DE-Tha","Evergreen needleleaf forests","Christian et al.",45
"2003-07-10","DE-Tha","Evergreen needleleaf forests","Christian et al.",35
"2003-08-24","DE-Tha","Evergreen needleleaf forests","Christian et al.",30
"2004-02-15","DE-Tha","Evergreen needleleaf forests","Christian et al.",30
"2004-11-06","DE-Tha","Evergreen needleleaf forests","Christian et al.",45
"2008-08-28","DE-Tha","Evergreen needleleaf forests","Christian et al.",45
"2009-08-29","DE-Tha","Evergreen needleleaf forests","Christian et al.",30
"2010-08-19","DE-Tha","Evergreen needleleaf forests","Christian et al.",30
"2013-03-02","DE-Tha","Evergreen needleleaf forests","Christian et al.",35
"2014-05-21","DE-Tha","Evergreen needleleaf forests","Christian et al.",35
"1997-07-30","DE-Tha","Evergreen needleleaf forests","Osman et al.",105
"1997-12-17","DE-Tha","Evergreen needleleaf forests","Osman et al.",50
"1998-03-22","DE-Tha","Evergreen needleleaf forests","Osman et al.",20
"1998-04-16","DE-Tha","Evergreen needleleaf forests","Osman et al.",65
"1999-03-02","DE-Tha","Evergreen needleleaf forests","Osman et al.",45
"1999-05-26","DE-Tha","Evergreen needleleaf forests","Osman et al.",20
"1999-06-30","DE-Tha","Evergreen needleleaf forests","Osman et al.",50
"1999-08-29","DE-Tha","Evergreen needleleaf forests","Osman et al.",20
"2000-05-30","DE-Tha","Evergreen needleleaf forests","Osman et al.",35
"2000-10-17","DE-Tha","Evergreen needleleaf forests","Osman et al.",30
"2002-06-25","DE-Tha","Evergreen needleleaf forests","Osman et al.",40
"2003-01-31","DE-Tha","Evergreen needleleaf forests","Osman et al.",25
"2003-04-26","DE-Tha","Evergreen needleleaf forests","Osman et al.",25
"2003-08-04","DE-Tha","Evergreen needleleaf forests","Osman et al.",275
"2004-07-29","DE-Tha","Evergreen needleleaf forests","Osman et al.",100
"2005-03-22","DE-Tha","Evergreen needleleaf forests","Osman et al.",45
"2005-05-26","DE-Tha","Evergreen needleleaf forests","Osman et al.",40
"2005-10-08","DE-Tha","Evergreen needleleaf forests","Osman et al.",85
"2006-04-01","DE-Tha","Evergreen needleleaf forests","Osman et al.",355
"2007-03-27","DE-Tha","Evergreen needleleaf forests","Osman et al.",70
"2008-04-20","DE-Tha","Evergreen needleleaf forests","Osman et al.",90
"2008-07-29","DE-Tha","Evergreen needleleaf forests","Osman et al.",30
"2009-03-27","DE-Tha","Evergreen needleleaf forests","Osman et al.",60
"2012-01-26","DE-Tha","Evergreen needleleaf forests","Osman et al.",25
"1998-04-23","DE-Tha","Evergreen needleleaf forests","Alencar et al.",28
"1999-07-09","DE-Tha","Evergreen needleleaf forests","Alencar et al.",35
"2000-04-08","DE-Tha","Evergreen needleleaf forests","Alencar et al.",49
"2004-07-29","DE-Tha","Evergreen needleleaf forests","Alencar et al.",28
"2004-09-30","DE-Tha","Evergreen needleleaf forests","Alencar et al.",28
"2005-03-12","DE-Tha","Evergreen needleleaf forests","Alencar et al.",42
"2005-08-27","DE-Tha","Evergreen needleleaf forests","Alencar et al.",63
"2006-06-25","DE-Tha","Evergreen needleleaf forests","Alencar et al.",35
"2006-09-03","DE-Tha","Evergreen needleleaf forests","Alencar et al.",28
"2007-03-26","DE-Tha","Evergreen needleleaf forests","Alencar et al.",35
"2008-05-27","DE-Tha","Evergreen needleleaf forests","Alencar et al.",28
"2009-03-26","DE-Tha","Evergreen needleleaf forests","Alencar et al.",42
"2009-08-27","DE-Tha","Evergreen needleleaf forests","Alencar et al.",28
"2010-06-04","DE-Tha","Evergreen needleleaf forests","Alencar et al.",49
"2011-05-07","DE-Tha","Evergreen needleleaf forests","Alencar et al.",42
"2011-09-10","DE-Tha","Evergreen needleleaf forests","Alencar et al.",28
"2012-03-04","DE-Tha","Evergreen needleleaf forests","Alencar et al.",28
"2013-07-02","DE-Tha","Evergreen needleleaf forests","Alencar et al.",28
"1999-06-30","DE-Tha","Evergreen needleleaf forests","Mod. Ford and Labosier",40
"2002-06-15","DE-Tha","Evergreen needleleaf forests","Mod. Ford and Labosier",40
"2003-04-21","DE-Tha","Evergreen needleleaf forests","Mod. Ford and Labosier",35
"2004-07-29","DE-Tha","Evergreen needleleaf forests","Mod. Ford and Labosier",40
"2006-04-26","DE-Tha","Evergreen needleleaf forests","Mod. Ford and Labosier",40
"2008-05-30","DE-Tha","Evergreen needleleaf forests","Mod. Ford and Labosier",40
"2009-03-22","DE-Tha","Evergreen needleleaf forests","Mod. Ford and Labosier",40
"1997-02-05","DE-Tha","Evergreen needleleaf forests","Multi-criteria",28
"1998-02-05","DE-Tha","Evergreen needleleaf forests","Multi-criteria",28
"1999-07-09","DE-Tha","Evergreen needleleaf forests","Multi-criteria",28
"1999-09-03","DE-Tha","Evergreen needleleaf forests","Multi-criteria",28
"2000-04-01","DE-Tha","Evergreen needleleaf forests","Multi-criteria",84
"2003-04-09","DE-Tha","Evergreen needleleaf forests","Multi-criteria",28
"2003-05-21","DE-Tha","Evergreen needleleaf forests","Multi-criteria",28
"2006-06-11","DE-Tha","Evergreen needleleaf forests","Multi-criteria",49
"2006-09-03","DE-Tha","Evergreen needleleaf forests","Multi-criteria",28
"2009-03-19","DE-Tha","Evergreen needleleaf forests","Multi-criteria",42
"2009-08-06","DE-Tha","Evergreen needleleaf forests","Multi-criteria",28
"2010-06-04","DE-Tha","Evergreen needleleaf forests","Multi-criteria",42
"2013-07-02","DE-Tha","Evergreen needleleaf forests","Multi-criteria",35
"2014-02-12","DE-Tha","Evergreen needleleaf forests","Multi-criteria",28
"1997-08-04","DK-Sor","Deciduous broadleaf forests","Mo and Lettenmeier",10
"1999-04-01","DK-Sor","Deciduous broadleaf forests","Mo and Lettenmeier",5
"1999-06-15","DK-Sor","Deciduous broadleaf forests","Mo and Lettenmeier",5
"1999-07-10","DK-Sor","Deciduous broadleaf forests","Mo and Lettenmeier",5
"1999-07-30","DK-Sor","Deciduous broadleaf forests","Mo and Lettenmeier",5
"1999-09-03","DK-Sor","Deciduous broadleaf forests","Mo and Lettenmeier",15
"2000-02-25","DK-Sor","Deciduous broadleaf forests","Mo and Lettenmeier",5
"2000-04-25","DK-Sor","Deciduous broadleaf forests","Mo and Lettenmeier",5
"2000-05-10","DK-Sor","Deciduous broadleaf forests","Mo and Lettenmeier",5
"2000-09-27","DK-Sor","Deciduous broadleaf forests","Mo and Lettenmeier",5
"2001-06-25","DK-Sor","Deciduous broadleaf forests","Mo and Lettenmeier",5
"2001-08-14","DK-Sor","Deciduous broadleaf forests","Mo and Lettenmeier",5
"2002-08-14","DK-Sor","Deciduous broadleaf forests","Mo and Lettenmeier",10
"2002-08-29","DK-Sor","Deciduous broadleaf forests","Mo and Lettenmeier",5
"2003-05-31","DK-Sor","Deciduous broadleaf forests","Mo and Lettenmeier",5
"2003-06-25","DK-Sor","Deciduous broadleaf forests","Mo and Lettenmeier",5
"2003-07-30","DK-Sor","Deciduous broadleaf forests","Mo and Lettenmeier",5
"2003-09-13","DK-Sor","Deciduous broadleaf forests","Mo and Lettenmeier",10
"2004-08-08","DK-Sor","Deciduous broadleaf forests","Mo and Lettenmeier",5
"2004-09-02","DK-Sor","Deciduous broadleaf forests","Mo and Lettenmeier",5
"2005-05-26","DK-Sor","Deciduous broadleaf forests","Mo and Lettenmeier",5
"2005-06-20","DK-Sor","Deciduous broadleaf forests","Mo and Lettenmeier",5
"2005-10-08","DK-Sor","Deciduous broadleaf forests","Mo and Lettenmeier",5
"2005-10-28","DK-Sor","Deciduous broadleaf forests","Mo and Lettenmeier",5
"2005-11-07","DK-Sor","Deciduous broadleaf forests","Mo and Lettenmeier",5
"2006-05-06","DK-Sor","Deciduous broadleaf forests","Mo and Lettenmeier",5
"2006-06-10","DK-Sor","Deciduous broadleaf forests","Mo and Lettenmeier",10
"2006-06-30","DK-Sor","Deciduous broadleaf forests","Mo and Lettenmeier",10
"2006-07-15","DK-Sor","Deciduous broadleaf forests","Mo and Lettenmeier",10
"2006-09-13","DK-Sor","Deciduous broadleaf forests","Mo and Lettenmeier",10
"2007-03-12","DK-Sor","Deciduous broadleaf forests","Mo and Lettenmeier",5
"2007-03-27","DK-Sor","Deciduous broadleaf forests","Mo and Lettenmeier",5
"2007-04-11","DK-Sor","Deciduous broadleaf forests","Mo and Lettenmeier",5
"2007-06-05","DK-Sor","Deciduous broadleaf forests","Mo and Lettenmeier",10
"2008-05-05","DK-Sor","Deciduous broadleaf forests","Mo and Lettenmeier",10
"2008-05-30","DK-Sor","Deciduous broadleaf forests","Mo and Lettenmeier",10
"2009-04-06","DK-Sor","Deciduous broadleaf forests","Mo and Lettenmeier",10
"2009-04-26","DK-Sor","Deciduous broadleaf forests","Mo and Lettenmeier",5
"2009-06-25","DK-Sor","Deciduous broadleaf forests","Mo and Lettenmeier",10
"2009-09-18","DK-Sor","Deciduous broadleaf forests","Mo and Lettenmeier",5
"2010-06-25","DK-Sor","Deciduous broadleaf forests","Mo and Lettenmeier",10
"2010-07-15","DK-Sor","Deciduous broadleaf forests","Mo and Lettenmeier",5
"2011-04-06","DK-Sor","Deciduous broadleaf forests","Mo and Lettenmeier",5
"2011-04-16","DK-Sor","Deciduous broadleaf forests","Mo and Lettenmeier",10
"2011-09-28","DK-Sor","Deciduous broadleaf forests","Mo and Lettenmeier",5
"2012-03-21","DK-Sor","Deciduous broadleaf forests","Mo and Lettenmeier",5
"2012-04-30","DK-Sor","Deciduous broadleaf forests","Mo and Lettenmeier",5
"2012-05-20","DK-Sor","Deciduous broadleaf forests","Mo and Lettenmeier",10
"2012-08-18","DK-Sor","Deciduous broadleaf forests","Mo and Lettenmeier",5
"2013-07-20","DK-Sor","Deciduous broadleaf forests","Mo and Lettenmeier",5
"2014-03-17","DK-Sor","Deciduous broadleaf forests","Mo and Lettenmeier",5
"2014-04-26","DK-Sor","Deciduous broadleaf forests","Mo and Lettenmeier",5
"2014-05-21","DK-Sor","Deciduous broadleaf forests","Mo and Lettenmeier",5
"2014-06-15","DK-Sor","Deciduous broadleaf forests","Mo and Lettenmeier",5
"2014-07-15","DK-Sor","Deciduous broadleaf forests","Mo and Lettenmeier",10
"2000-07-09","DK-Sor","Deciduous broadleaf forests","Ford and Labosier",40
"2001-06-20","DK-Sor","Deciduous broadleaf forests","Ford and Labosier",40
"2002-08-19","DK-Sor","Deciduous broadleaf forests","Ford and Labosier",40
"2003-07-15","DK-Sor","Deciduous broadleaf forests","Ford and Labosier",40
"2005-06-20","DK-Sor","Deciduous broadleaf forests","Ford and Labosier",35
"2005-08-14","DK-Sor","Deciduous broadleaf forests","Ford and Labosier",40
"2006-06-30","DK-Sor","Deciduous broadleaf forests","Ford and Labosier",40
"2007-10-23","DK-Sor","Deciduous broadleaf forests","Ford and Labosier",40
"2014-06-10","DK-Sor","Deciduous broadleaf forests","Ford and Labosier",40
"1997-02-12","DK-Sor","Deciduous broadleaf forests","Pendergrass et al.",42
"1997-06-25","DK-Sor","Deciduous broadleaf forests","Pendergrass et al.",28
"1997-07-30","DK-Sor","Deciduous broadleaf forests","Pendergrass et al.",28
"1997-10-08","DK-Sor","Deciduous broadleaf forests","Pendergrass et al.",28
"1998-01-08","DK-Sor","Deciduous broadleaf forests","Pendergrass et al.",28
"1999-08-20","DK-Sor","Deciduous broadleaf forests","Pendergrass et al.",28
"2006-05-28","DK-Sor","Deciduous broadleaf forests","Pendergrass et al.",77
"2006-09-03","DK-Sor","Deciduous broadleaf forests","Pendergrass et al.",28
"2007-03-05","DK-Sor","Deciduous broadleaf forests","Pendergrass et al.",42
"2007-10-01","DK-Sor","Deciduous broadleaf forests","Pendergrass et al.",28
"2008-12-02","DK-Sor","Deciduous broadleaf forests","Pendergrass et al.",44
"2010-09-17","DK-Sor","Deciduous broadleaf forests","Pendergrass et al.",35
"2013-02-19","DK-Sor","Deciduous broadleaf forests","Pendergrass et al.",28
"2014-01-29","DK-Sor","Deciduous broadleaf forests","Pendergrass et al.",56
"1996-05-23","DK-Sor","Deciduous broadleaf forests","Noguera et al.",31
"1996-12-10","DK-Sor","Deciduous broadleaf forests","Noguera et al.",44
"1997-05-17","DK-Sor","Deciduous broadleaf forests","Noguera et al.",31
"1997-11-02","DK-Sor","Deciduous broadleaf forests","Noguera et al.",30
"1998-04-23","DK-Sor","Deciduous broadleaf forests","Noguera et al.",30
"1998-11-02","DK-Sor","Deciduous broadleaf forests","Noguera et al.",45
"1999-08-17","DK-Sor","Deciduous broadleaf forests","Noguera et al.",31
"1999-10-17","DK-Sor","Deciduous broadleaf forests","Noguera et al.",37
"2002-03-10","DK-Sor","Deciduous broadleaf forests","Noguera et al.",31
